Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
0012b9d2-2130-4a06-a834-b1f3af34f57e___RS_Erly.B 8389.JPG,Tomato___Early_blight,259.7676317401961,475.5075893886967,224.68812806372554,304.77996155324877,0.30750170676402544,0.210829509016339,0.311726644545455,0.22697935010589276,8.374188112745099,12.109880815071127,8.122227328431373,10.100284505959248,8.10488531757835,8.47663707133976,8.087747097422442,8.348785536214827,0.0006296463922004159,0.0003712615781851862,0.0006282650640679068,0.0004082993542985641,0.025092755771345957,0.019268149319153258,0.025065216218255665,0.020206418641079475,0.9741557157002858,0.9525598974572671,0.9775664185351994,0.9695929344278585
0034a551-9512-44e5-ba6c-827f85ecc688___RS_Erly.B 9432.JPG,Tomato___Early_blight,119.50243566176471,226.29151864667438,156.17218137254906,244.64673587081893,0.3507331977033525,0.2619705461160313,0.3400578876068805,0.2520874008007895,5.948728553921569,8.446658977316417,6.632843137254903,8.807873894655902,7.776429559518499,8.12106050390323,7.867121594047785,8.161899205367538,0.0008772616329581772,0.0005782201001862325,0.0008143535351487412,0.0005562953118466103,0.02961860281914353,0.024046207605072208,0.02853688026306907,0.023585913419806544,0.9886332904087969,0.9784376399563843,0.9851225667985228,0.9766885048917548
004cbe60-8ff9-4965-92df-e86694d5e9ba___RS_Erly.B 8253.JPG,Tomato___Early_blight,289.6949601715686,493.9160784313726,344.6181372549019,563.1081430219147,0.3080860199688972,0.22714480530477993,0.3167118185286787,0.2254047346214565,9.239629289215685,12.271418685121109,9.175,12.879430988081507,8.499647420999686,8.801451509698442,8.464686060150115,8.831641558056267,0.000461926429100286,0.0003003547122990138,0.00049289854431739,0.000303644015898419,0.021492473778052773,0.017330744712764475,0.0222013185265513,0.01742538423962063,0.9710781334764084,0.9505775919464724,0.9656481872195849,0.9436542610080045
0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,Tomato___Early_blight,147.99168198529412,221.70033064206075,125.40390625,233.5420376778162,0.32232334474693325,0.23987269662754482,0.3386845028080302,0.23866611443332408,6.882643995098039,8.862006920415226,6.308318014705883,9.033771626297579,7.608166028328761,7.87986253590554,7.529033107500453,7.892473240405176,0.001162867679911272,0.0008130829520068953,0.0012183424419093616,0.000802082894506756,0.03410084573601177,0.028514609448612397,0.034904762453128964,0.02832106803259291,0.9858911962194941,0.9788997484179444,0.9880779861185248,0.9777724019460935
011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251.JPG,Tomato___Early_blight,151.9637254901961,278.2521645520954,191.23348651960782,294.81210303729335,0.3823712806127817,0.2939631285302264,0.37058662357442945,0.28399805227986175,6.164399509803922,8.599969242599002,6.654105392156862,8.747912341407151,8.092718323426269,8.422938540829426,8.155465404392476,8.444517307207814,0.0008344599376591938,0.000582655977257734,0.0008041237519824107,0.0005631084131868366,0.028887020228109263,0.024138267900943804,0.02835707587150711,0.023729905460975538,0.9853030352923302,0.9731336908284642,0.9815821500614614,0.9715346916556049
01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855.JPG,Tomato___Early_blight,404.97558210784314,565.0579777008843,329.50389093137255,567.0984083044983,0.2996620820290164,0.21785297470752085,0.3239980311361865,0.21939726158181644,11.726072303921569,14.80253748558247,10.358118872549019,14.790034602076124,7.721258313686042,7.997019703049598,7.6055277233230445,7.996048198355828,0.0010572502256493896,0.000717681558907119,0.0012215482542396554,0.0007213502156107409,0.032515384445664944,0.026789579296941545,0.03495065456096145,0.026857963727928834,0.9566118194168064,0.9394537947503138,0.9647184697952312,0.9392350757105449
0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829.JPG,Tomato___Early_blight,477.2813419117647,670.9339946174548,445.2796415441177,755.2488888888889,0.2793297508091038,0.18725195774562192,0.2910004567115235,0.1842923580594446,13.050735294117647,16.641553248750483,12.534420955882354,17.490980392156864,8.092689080045208,8.402086996854855,8.047278671820147,8.436111559812609,0.0007950758356536547,0.0004714284172783632,0.0008381838800356233,0.0004580578758857276,0.028197089134406314,0.02171240238385341,0.02895140549326791,0.021402286697587425,0.9465773782045127,0.9249455601711577,0.9501335978257971,0.9155151288855935
023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354.JPG,Tomato___Early_blight,125.35814950980394,332.9759323337178,204.90739889705884,245.81720876585928,0.36798371214378345,0.251120585415098,0.33346177500678553,0.27579613569302175,5.833210784313726,9.91120338331411,7.411289828431373,8.455024990388313,7.152775398919356,7.669127718276404,7.391478607974285,7.535084155522,0.0013895762090451996,0.0008362950339539062,0.0012117515367436804,0.0009564584407765564,0.03727701985198387,0.028918766120875666,0.034810221727872986,0.030926662296092613,0.9880467590425056,0.9681713133784802,0.9804184546390586,0.9765027894797702
0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,Tomato___Early_blight,206.86950061274513,387.25473279507884,252.22300857843135,354.2736024605921,0.3403974661335918,0.23167643455617376,0.31824307673319063,0.22734529716011087,7.606449142156862,10.87678585159554,8.423039215686275,10.863867743175703,7.309744019788473,7.678950003470651,7.41942200191742,7.701445677275555,0.001455737989895713,0.0009085795381393695,0.001365875983320718,0.0009056840144143537,0.0381541346369658,0.03014265313703108,0.036957759446707775,0.03009458446987354,0.9799200107030808,0.96237305773505,0.975470967498456,0.9655771209166335
0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446.JPG,Tomato___Early_blight,218.47958026960788,386.7878969627067,272.21937806372546,402.89670126874285,0.33023534459654247,0.2250322767137905,0.3060189024733555,0.22667797915268578,8.071001838235293,11.570334486735874,9.167417279411765,11.662099192618223,8.049801742963508,8.445444875603286,8.17521925436785,8.437317445977847,0.0007764645715439976,0.00046399803937828305,0.000691679324245783,0.0004770750787744518,0.0278651138799754,0.021540613718700845,0.026299797038110063,0.021842048410679153,0.978596234360661,0.9620373814063332,0.9732720555325434,0.960456736543118
